,combined_text_column,Failure Mechanism_JS,Failure_Mechanism_JS_MAP,Failure_Mechanism_JS_MAP_categorical,Exact_Match_Result_label,Exact_Match_Result_categorical,Unit_Based_FM_Result_label,Unit_Based_FM_categorical,Winner_algorithm_1,Winner_algorithm_2,Winner_algorithm_3,ECOC_MAX_predicted_FM_prevelance_labels_after_multiple_ncols_15,ECOC_MAX_predicted_FM_prev_norm_scrs_ncols_15,Gold_Standard_FM_replaced
74,"OOS 2018 Dietswell Punchlist Item No14 OOS 2018 Integrated Punchlist Item 14 Repair or Replace the leaking Lube Oil Pump on No4 Mud Pump Normal expected wear and tear from operating equipment as designed  Parts Requested from ICS:----------, Parts Requested from ICS:----------, When testing the L.O. Pump the Discharge Pressure Gauge was found to be faulty so changed same and tested all O/K.----------, ** Non Issued Parts Auto Cancelled QTY REQUESTED: 2 QTY ISSUED: 0 DESC: PUMP ROTARY GEAR FOOT MOUNT NO.2 WITH R----------, Repairs carried out by Alen Lopes & Joytesh Shah. ' 1. Isolated Mud Pump & verified isolation. 2. Removed L.O Pump coupling guard and pump from skid. 3. Cleaned up all pipework and pump base. 4. Installed new pump and pipework. 5. The 12 hrs recorded under Andrew Christie are for Alen & Joytesh's time as they do not have RMS log in details. 6. Pump can not be function tested as the electrical motor failed the inspection and requires to be changed out. (Electrical Dept aware and plan to change out A.S.A.P).----------, 1. Job has been completed and tested.",Mechanical,Mechanical_Failure,1.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Mechanical_failure,multiples,Mechanical_failure,Mechanical_failure
88,"Mudpump #1 - Pulsation dampener pressure high pumpman reported pressure on pulsation dampener is high i.e, 3400 psi instead of 1500 psi preset. troubleshoot / investigate. Normal expected wear and tear from operating equipment as designed  Job carried out with RMS# 2230014175563----------, Pumpman Reported Mud pump #1 pulsation dampener pressure shows 3400 psi. Ensured discharge is bleed off and checked the pressure from the filling valve and shows the same 3400 psi.",Material,Material_Failure,2.0,Material_Failure,2,Mechanical_Failure,1,Material_failure,Material_failure,Material_failure,Hydraulic_failure,Hydraulic_failure,Material_failure
90,"Charge pump for Mud pump # 4- Mechanical seal leacking, Charge pump for Mud pump # 4- Mechanical seal leacking Normal expected wear and tear from operating equipment as designed  Isolation carried out started dismantling Dismantle pump and cleaned all bolts parts etc.. Replaced stuffing box/wear plate with new due to worn condition Replaced wear sleeve and installed new mechanical seal Impeller in good condition and installed same one back Adjusted gap between impeller and stuffing box to 0.020 as recommended Assembled complete pump and installed back suction and discharge flexible joint Replaced 6 discharge flex joint due to bad condition De isolated fluid end of pump and el.motor Packings will be installed after testing Pump cannot be test operated at this moment due to current drilling operations----------, Charge pump for Mud pump # 4 Mechanical seal leacking Folowing parts required Mechanikal seal ICN 10004061 D09/2 each/$222 Sleeve ICN 10000698D09/ 2 each/$178 Gasket ICN 10004091D09A/1 each/",Material,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
77,"Replace rupture disk on MP#4 Change disk on MP#4 WOM valve. The equipment was operated beyond capacity of the Equipment Technical Specifications.  Parts Requested from ICS:----------, Installed new disk on MP4.",Material,Material_Failure,2.0,Electrical_Failure,4,Material_Failure,2,Electrical_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
9,"Electronic relief valve on mud pump no 3 was activated during a connection. There was no indication that to high pressure was the cause. Not able to reset the relief valve. Damage pressure transmiter caused the BX Titan valve to open. When this condition happens the BX Titan valve is programmed to go into fail safe mode and fail safe is open valve; fail safe open. Failed Pressure transmitter is send onshore to NOV/Vendor for analyses. MSN nr 1032000054 and NOV ticket 808994. Review maintenance history in RMS for POP OFF on mud pump 1-2-3 from installation in 2016 and until now and see if the maintenance is correct or if modification is needed. Lesson Learned AAR is to be informed to Drill Crew and Technical Crew so if this fault happened again we are reducing the off line time for this equipment Attempting to reset pop off several times. The alarms ""Discharge pressure signal fault"" and ""Titan BX valve tripped"" could be read on the contoller box. Trouble shooting in both the BX Controller box/cabinet and the pressure transmitter to try to pin point the problem. At the same time the mechanich was looking into solutions to use the air from the manifold box controlling the pop off nr 2, to keep the pop off open with that signal. Electrician was able to measeure the signal from the pressure transmitter and found out this was not working. Replaced pressure transmiter on MP #3 and the pop off valve closed.",3.3 Control System - Calibration Error,Control_System_Failure,5.0,Control_System_Failure,5,Mechanical_Failure,1,Control_system,Mechanical_failure,Material_failure,Control_system,Control_system,Control_system
8,"Piston rubbers on cylinder #1 and #2 washed out: While drilling the liner wash for cylinder #1 and #2 on Mud pump #2 plugged up, causing piston rubbers on Cyl""1 and #2 to wash out. The temperature of the mud in the pits was at that time 55 deg. Celsius. Piston Failure/wash-out - 0.5 hr Downtime for repair BECAUSE Inadequate cooling / Liner spray plugged BECAUSE Inadequate Cleaning of cooling system AND Not observed when plugging The plugging was not discovered in time to prevent washing out the pistons. TD of well is now reached. Liner spray pan and system completely cleaned out while running casing liner. All 3 mud pumps cleaned out and checked one by one. RMS job # 1710036165751 created for history and reliability tracking. Change request PM job created to improve quality of Periodic manintenace, tracking nr. 1710036002480. Lessons learned and Experience transfer communicated to all crews (Synergi 11908). Replaced Pistons, and opened plugged liner wash. Cleaned out the liner wash system, and found some debris in the system which can plug the spray.",2.2 Material - Errosion,Material_Failure,2.0,Hydraulic_Failure,3,Material_Failure,2,Hydraulic_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
14,"Mud pump motor B failed on mud pump 4 whilst drilling 17-1/2"" hole. Mud pump was shut down and operations resumed with remaining 3 mud pumps. This event was the direct cause of improper lubrication to the mud pump motor. This can also be attributed to not following PM procedures, not following PMSR procedures, and also having inadequate reactivation procedures. Other mud pumps bearings evaluated with temperature gun and thermal imaging to verify no hot spots were present. Crews made aware of lubrication procedures for different motors and all motors greased as per these procedures. Mud pump 4 shut down and drilling operations resumed. TOFS and MOC conducted. Mud pump isolated and swapped out with spare motor stored on the rig.",2.6 Material - Overheating,Material_Failure,2.0,Material_Failure,2,Mechanical_Failure,1,Material_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Material_failure
10,"Pop off valve went on mud pump #2 while drilling @ 3100psi, unable to reset same. Valve did not see a pressure spike and was tested to 3500psi, Noted that during investigation while stripping down the relief valve it was found that the internal seal shaft had (Sub) cracked and broke off the internal sub. Currently inspecting and testing 1 x spare valves, replace old valves for new if required. Installed refurbished complete body and pop off unit. Increased pulsation damper pressure for m 800psi to 1200psi",2.4 Material - Breakage,Material_Failure,2.0,Material_Failure,2,Mechanical_Failure,1,Material_failure,Mechanical_failure,Material_failure,Material_failure,Material_failure,Material_failure
58,"Driller started mud pump #1, to start circulation. Pump man called to shut down mud pump. He said the low pressure pop off (PRV) on low pressure line leaking into (containment) catch pan under the pump. TOFS was called to troubleshoot pump. This is not uncommon with this low pressure PRV. In the past suction lines did not have a low pressure pop off valve. Not sure if the 14.3 ppg drilling fluid can affect this #1 Mud Pump was taken off line and Isolated. A new PRV was removed from the warehouse and installed on mud pump #1 suction line.",2.7 - Material - Burst,Material_Failure,2.0,Mechanical_Failure,1,Material_Failure,2,Mechanical_failure,Material_failure,Mechanical_failure,multiples,Mechanical_failure,Material_failure
32,"Drilling suspended while troubleshooting low charge pressure on hex pumps. While drilling 16-1/2"" OH at 1050gpm with 14.1ppg SBM (& boosting at 350gpm = 1400gpm total) we encountered the suction charge pressure on the hex pumps slowly reducing from ~65psi down to ~15psi and triggering the pump to shut down once the charge pressure dropped below the threshold of 20-15 psi (as per design of the hex pumps). Within the last week, we had displaced the riser from 12.4ppg to SW (tropical storm), went back to mud and have weighted up to 14.1ppg. We had cleaned all the suction strainers on 10-21-19 (minimum in them) after displacing back to mud and seeing similar trends. We will continue to monitor charge pressure and take appropriate actions to minimize downtime, by precautionarily checking suction strainers when operations allow. We cleaned suction strainers (finding minimum material in same), added mud to active system to increase hydrostatic pressure on suction lines, swapped from port side active pits (normal line up) to starboard side active pits, checked for unusual barite fill in pump suction lines, checked milliamps on suction pressure transducers, tried multiple pump line ups / configurations including all pumps running at moderate speed to minimum pumps running at high speed.",5.1 - Hyd/Pnuem - Blockage/plugged ,Hydraulic_Failure,3.0,Control_System_Failure,5,Mechanical_Failure,1,Control_system,Mechanical_failure,Mechanical_failure,multiples,Control_system,Hydraulic_failure
79,"No. 4 mud pump, install stabilizer in pulsation dampener During pulsation dampener bladder change out completed on RMS 2220014183963, the stabilizer was found to be un-servicable, at that time we had no spare in stock, this job is to order and install a replacment stabilizer and related hardware. Use this as a secondary root cause only.  notes for dayshift feb 22 Removed nitrogen and dampener cover replaced stabilizer and replaced the cover torqued the bolts as per spec. started to charge the dampener handed over to dayshift.----------, Parts Requested from ICS:----------, Continue work from day shift Checked the charging valve is leaking recovered the nitrogen removed the charging valve. ICN 10026602 is not fit for this pulsation dampener. Used valve ICN 10008154. Installed new charging valve filled nitorgen bottle from the subsea area moved to the pump room checked the nitro gen conten 98.5% Connected through the booster Pre charge done to 2000 PSI which was the operational requirement. Checked the pressure gauge and charging valve for any leak none found. Installed cover back Isolation closed out.----------, Parts Requested from ICS:----------, ** Non Issued Parts Auto Cancelled QTY REQUESTED: 2 QTY ISSUED: 0 DESC: VALVE CHARGING----------, Parts Requested from ICS:----------, ** Non Issued Parts Auto Cancelled QTY REQUESTED: 2 QTY ISSUED: 0 DESC: VALVE CHARGING",Mechanical,Mechanical_Failure,1.0,Mechanical_Failure,1,Mechanical_Failure,1,Mechanical_failure,Mechanical_failure,Material_failure,multiples,Mechanical_failure,Mechanical_failure
98,"Mud Pump Power Phaseback at MP Stp Setpoint Breakdown Job Equipment did not perform as intended per designed specification and not due to lack of maintenance  While conducting rounds in the drill shack we were made aware of a mud pump issue. They reported that they had a power phase back on the mud pumps that they believed was a VMS phaseback. The 3 synced mud pumps (1 2 3) were being ramped up together to a higher stroke per minute count and they reached the mud pump standpipe pressure limit setpoint of 4500psi. At this point the system phased back the power to the mud pumps due to it hitting the setpoint. Also at the same time the power phase back alarm came in another alarm came in labelled Main Synce Deactivated Due to Standpipe Pressure Limit Active. The combination of these two alarms caused the mud pumps to cycle back their strokes per minute to lower pressure below the setpoint. However the pressure setpoint they had set for pumps 1 through 3 were the same as the mud standpipe pressure setpoint. After being throttled back they pumped back up to their setpoint which was also the point that deactivates the sync and phases back the power. Note this is NOT a VMS phaseback its internal to the drilling system. At the time this happened the plant was currently at 40% utilization well under the point the mud pumps will be phased back by VMS. Currently the set point adjust for MP3 is still grayed out on the screen. We suspect this is due to the constant cycling of MP sync by the system combined with the low memory availability of the servers. We have been getting memory utilization alarms all day on the various cyberbase servers. We will keep this job open until we have had a chance to reboot the servers clear up memory on ehawk and the chairs and to compare software among all the mud pumps. I suspect that if mud pump 3 was completely shut down and brought back up it would fix the graying out of its setpoint button.----------, There have been no additional problems with this issue.",Electrical,,,Electrical_Failure,4,Control_System_Failure,5,Electrical_failure,Control_system,Material_failure,multiples,Electrical_failure,Electrical_failure
28,"While drilling 12 1/4 hole at depth 2401m, observed fluid discharging from top of Pulsation dampener on #2 mud pump.. Bladder in dampener failed. Loss of pressure. Follow RMS procedures, regular checks while in use. Age of bladder that we replaced was 20 months. Last replaced 23rd March 2018. TOFS. Shut down pumps and isolate #2 mud pump. Circulate clean and POOH to shoe. Start replacement of bladder in pulsation dampener. Replace same.",2.5 - Material - Fatigue,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
54,"Mud pump #2 discharge module cap seal is leaking and only one mud pump was available due to pumps 3 and 4 were being worked on. Note that the mud pump uses P-Quip valve cover retention system. The mud pump pumping rate was increased from 1000gpm to 1200gpm, and the pressure increased to 4950psi during the pump rate testing. Not long after the pump rate increased, the module cap seals started to fail. The 1200 ft-lb torque used for making up the P-Quip valve cover initially was not sufficient to hold the pressure increase. Note that during drilling the pump pressure was 3600 psi. Increased the bolt torque value to 1400 ft-lbs. Note that P-Quip gives a working range from 600-1900 ft-lbs depending on the pump pressure. Replaced the cap seal, re-torqued the P-Quip valve cover retention system bolts to 1400 ft-lbs when installing the valve cover back and re-torqued the remaining valve covers on mud pump #2.",1.1 - Mechanical - Leakage,Mechanical_Failure,1.0,Mechanical_Failure,1,Mechanical_Failure,1,Mechanical_failure,Mechanical_failure,Material_failure,multiples,Mechanical_failure,Mechanical_failure
22,"Piston blew on #1 mud pump and #4 mud pump while drilling 12 1/4"" hole section. The piston failure on #1 mud pump, #3 piston. It was taken off line and mud pump #4 was put online, only to have the same failure on #4 mud pump. Now 2 pumps are down due to failure of pistons. Mud pumps( #1 and #4) went down, leaving only #3 mud pump, which can not maintain drilling parameters. The #2 has been down graded due to pulsation dampener and can only be used on the boost to keep it low pressure. Replace #2 Mud Pump Dampener so the pump can be used on the main hole and not just the boost. Discuss with the client about a possible max hour that can be run. Then change piston considering hours only. NOT the wear. Driller continued to circulate with the bit off bottom, while #1 mud pump was isolated and repaired. Mud pump #1 was de-isolated and put back on line. #4 mud pump was isolated and fixed off line after the rig was off down time.",2.3 Material - Wear,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
56,"During Drilling Operations with three Mud Pumps the Drilling Department reported erratic indications with flow rates and pressures etc. Maintenance Department called and initial diagnosis was an imbalance with regards Load Sharing of the Mud Pumps. However, after further testing this proved to be false. Further investigation revealed an issue with Mud Pump #3 DC Drive Motor A. Drilling Department informed and Mud Pump #3 taken out of operation and isolated for further investigation. Drilling Operations continued with two Mud Pumps at reduced flow rates etc. Mud Pump #3 DC Drive Motor A - Flashover of the Commutator due to excessively worn Motor Brushes. SPM-C_MTR_ALL-DC-HOR-MOUNT-500+_90-ELECTRICAL Calendar based PM Task last completed on Mud Pump #3 Drive Motor A on 19 Sep 2018. RMS Job Task 17-1227416 refers. Approximate Mud Pump #3 Run Hours at this time - 34267Hrs. Mud Pump #3 Run Hours on 22 Dec 2018 recorded as 35176Hrs. Above Calendar based PM Task next scheduled 5 Jan 2019. In light of the above issue, RMS C/R 1700001002553 submitted to increase the frequency of this Calendar based PM Task to every 60 Days or alternatively change the PM Task to Usage Based every 750Hrs Mud Pump Run Time. As indicated above, after initial fault investigation, Drilling Operations recommenced with two Mud Pumps, Mud Pump #1 & Mud Pump #2, at a reduced flow rate. Mud Pump # 3 isolated, Drive Motor A worn Motor Brushes removed, Drive Motor cleaned internally, Commutator inspected, dressed as required, confirmed serviceable and replacement Motor Brushes installed. Drive Motor electrical readings taken and confirmed the Drive Motor as serviceable. Drive Motor B Motor Brushes checked and confirmed serviceable. Mud Pump #3 de-isolated and tested with assistance from the Drilling Department. Mud Pump confirmed fully serviceable and returned to normal Operations. Further checks on Mud Pumps #1 & #2 Drive Motors confirmed Motor Brushes on these Motors serviceable.",2.3 - Material - Wear,Material_Failure,2.0,Material_Failure,2,Mechanical_Failure,1,Material_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Material_failure
42,When starting up Mud pumps there were belt slippage on mud pump. Belts between motor and pump slipped. The load on electrical motorr are not even or to big for the belt causing it to slip. Letting out smoke in the pumproom. Mud pumps stoped for time out and check We have been in contact with ABB and await a feedback on freqensy drive software update. Worn belts on MP 2 and 3 are beeing canged out Pump and area checked for heat. Drives for pump 2 &3 resat and mut pums started in steps. With wachman in pumproom,3.4 - Ctrl System - Software error,Control_System_Failure,5.0,Electrical_Failure,4,Material_Failure,2,Electrical_failure,Material_failure,Material_failure,Material_failure,Material_failure,Control_system
70,"Work mud pump # 1 suction module ( center) Remove center suction module. Failure caused by wear and tear resulting from normal operation of the equipment unit  Due to continued leaks on module after seat valve and plug changed decision was made to change the module. After module changed bolts torqued the pump was tested and no leaks observed. Pump is running as intended.----------, Parts Requested from ICS:----------, Parts Requested from ICS:",Mechanical,Mechanical_Failure,1.0,Mechanical_Failure,1,Hydraulic_Failure,3,Mechanical_failure,Hydraulic_failure,Material_failure,multiples,Hydraulic_failure,Mechanical_failure
65,"Order complete blower assembly for the mud pump and replace the degrading ones. Order complete blower assembly for the mud pump and replace the degrading ones. None of the above codes applies. Specify cause as free text.  I have added a min/max of 0/1 for a complete blower assembly as this is a stock item. In light of this I am closing this job out.----------, This job is being made for ordering a complete blower motor assembly for the degrading ones.Recently we had a degrading mud pump blower and this is being fixed on job number 165253 by assembling the motor and impellor available as we dont complete assembly which is properly balanced.These units need a good balancing for long life without abnormal vibrations.Balancing cannot be achieved onboard. Since we dont have complete mud pump blower assembly.We will need to order this one to replace a degrading one.Then we might get a chance to rotate the other blower assembly locally and get it refurbished.This tag for mud pump is used only ordering the new assembly.",Material,Material_Failure,2.0,Mechanical_Failure,1,Mechanical_Failure,1,Mechanical_failure,Mechanical_failure,Material_failure,multiples,Electrical_failure,Material_failure
99,"Remove pulsation dampner from #3 mud pump Remove pulsation dampner from #3 mud pump and install pulsation dampner from #5 mud pump on #3 mud pump. Several causes are acting simultaneously. If one cause is predominant, this cause should be highlighted.  Rebuilt bladder on #1 pump still waiting on parts.----------, Parts Requested from ICS:----------, Developed procedure for removal and installation of pulsation dampners on 14P220 mud pumps. Removed pulsation dampner from #5 mud pump to be installed on #3 mud pump. Removed pulsation dampner from #3 mud pump and mounted on #5 mud pump. Cleaned sealing sufrace on #3 mud pump pulsation dampner mounting flange.----------, Moved Pulsating dampners from #5 to #3 Mud pump and #1 to #2 mud pump. All bolts have been torqed on all four pumps. #1 and #5 need to have bladders rebuilt.",Electrical,,,Electrical_Failure,4,Material_Failure,2,Electrical_failure,Material_failure,Material_failure,Electrical_failure,Electrical_failure,Electrical_failure
73,"OOS 2018 Dietswell Punchlist Item No13 OOS 2018 Integrated Punchlist Item 12 Repair or Replace the leaking Lube Oil Pump on No2 Mud Pump Normal expected wear and tear from operating equipment as designed  Parts Requested from ICS:----------, Repairs carried out by Alen Lopes & Joytesh Shah. ' 1. Isolated Mud Pump & verified isolation. 2. Removed L.O Pump coupling guard and pump from skid. 3. Cleaned up all pipework and pump base. 4. Installed new pump and pipework. 5. Deisolated & function tested L.O Pump. 6. Pump relief valve was set up. 7. Pump run for 15 mins with discharge pressure recorded at 90psi. 8. No leaks observed during this test. 9. The 12 hrs recorded under Andrew Christie are for Alen & Joytesh's time as they do not have RMS log in details.",Mechanical,Mechanical_Failure,1.0,Mechanical_Failure,1,Mechanical_Failure,1,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure
17,"Blower motor (B) on mud pump #3 tripped two times @ 16:30 and 16:51 hours causing motor (B) to trip. Due to run speed and pressure of the mud pump, the loss of a motor would cause the mud pump to shut down. Electricians believe that a faulty pressure switch on the mud pump #3 blower (B) is causing the issue. Electricians to continue trouble shooting blower motor (B) on mud pump #3 to verify if the pressure switch is the culprit, or if another problem exists. Pressure switch was replaced, no further issues observed. Also, Engineering group is working with NOV to remove the loss of blower pressure as a Shutdown condition as this is historically treated as a Start Inhibit. Mud pump #3 was able to return to operation by simply turning the mud pump off, and then turning back on. On second shut down of the mud pump the lineup was changed to place Mud Pump #3 on the boost line to reduce the workload on the pump.",3.2 Controls - Faulty Signal/alarm,Control_System_Failure,5.0,Mechanical_Failure,1,Mechanical_Failure,1,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Control_system
82,"Check Mud Pump 3A Motor Winding RTD's Check Mud Pump 3A Motor Winding RTD's Normal expected wear and tear from operating equipment as designed  This job can be closing now as we don't get an alarms since all rtd's connections was checked.----------, This job created to follow up on issue with Mud Pump 3A motor high temperature alarms happened during operation on 16042019. Checked Mud Pump 3A Motor winding thermistors. Disconnected and checked all RTD's resistance. RTD #1: 113.5 ohms RTD #2: 113.6 ohms RTD #3: 113.1 ohms Spare RTD's reading are 113.0 113.8 ohms. Reconnected all wiring and RTD's. Checked all terminal connections for tightness. Equipment back in serive.",Control system,Control_System_Failure,5.0,Control_System_Failure,5,Control_System_Failure,5,Control_system,Control_system,Control_system,Control_system,Control_system,Control_system
47,"Washout on fluidend MP # 3, Cyl # 2, between suction valve seat and fluidend boddy. Dismounted fluidend and replaced with new.13,5 hrs downtime. Hours on Fluidend - 3770, installed 31.12.16. Hours on valves and seat - 118. The reason for replacing the module was due to washout in the seal area for the suction valve. Washout of this kind is often caused by a foreign object in the mud, damaging the valve seal. The module we replaced had only 3762 running hours. Normal lifespan for a module is around 13000 running hours, if we do not experience accidental damage such as the above. Inspect fluid ends on all MP`s. Dismounted fluidend and replaced with new.",2.3 - Material - Wear,Material_Failure,2.0,Material_Failure,2,Mechanical_Failure,1,Material_failure,Mechanical_failure,Material_failure,Material_failure,Material_failure,Material_failure
34,"Mud Pump 4 shut down with no audible alarms but SDI alarm screen showed liner wash and lube oil pressure faults. Barrier module -N41A in mud pump control cabinet had a bad backplane connection. Replaced module and found one of the connection stabs deformed, making intermittent contact. The module was not removed previously so it is likely the connection was damaged when the module was originally installed. No damage to backplane was observed. Researching replacement backplane part(s) to add to min/max. Pump alignment was changed to allow #2 pump to be used on the Boost line for MPD. Audible and visual alarms tested and worked as designed.",3.2 - Ctrl System - Faulty signal/alarm,Control_System_Failure,5.0,Control_System_Failure,5,Control_System_Failure,5,Control_system,Control_system,Hydraulic_failure,Control_system,Control_system,Control_system
59,"Install new bleed off valve mud pump room 1) Scope of works: Supply of Demco Gate Valve ND 3"" 7500PSI, Flanged with Flange 2 1/16"" 10K, BX-152, 4130, including: - Supply of all material needed to carry out the job; - Welding of Flanges at Valve, with 100% X-Ray, Stress Relief; - MPI Inspection in 100%; - HP Testing 1,5 WP; - Blasting & Painting; - Delivery at Transocean yard Maca; 2) APPLICABLE STANDARDS: - ASME IX B31.3 Process Piping; 3) TESTING AND COMISSIONING: - Final visual inspections of all new works will be carried Failure caused by wear and tear resulting from normal operation of the equipment unit  Parts Requested from ICS:----------, ** Non Issued Parts Auto Cancelled QTY REQUESTED: 4 QTY ISSUED: 0 DESC: VALVE 3 IN 7500 PSI FLANGED 21/16 IN----------, Parts Requested from ICS:----------, Equipment is out of Service This valve washed out during drilling 17 1/2 hole March 14th 2016. No spare available so had to blank it. The flange has been welded up to allow blank install.---------- , AUTOMATED PRIORITY ADJUSTMENT Job priority changed from High(2) to 1 due to revised job priority methodology.----------, Pedro rejected the order for two valves. Due to the quote was only for one valve. So staying with the attached quote. I resummited for only one valve. Req # 0095018327----------, This job is being closed and a new job with new quote will be opened for the installlation of the valve and flanges once it has been updated. Lawrence Gates Mardonildo / Diogo The flanges and the valve required to complete the repairs to # 3 bleed line are onboard and in the mud pump room storage locker. We would require a coded welder out for the installation of the Flanges in order to complete this task I suggest we pencil this in for the same time we carry out the repairs to The TDS power swivel . Attached quote from the original RMS Job created for the repairs please advise if the original quote is good and you approve to carry out the repairs.----------, Equipment is back in Service This valve washed out during drilling 17 1/2 hole March 14th 2016. No spare available so had to blank it. The flange has been welded up to allow blank install.",Material,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,multiples,Electrical_failure,Material_failure
31,"Failed valve cap seal on mud pump 4 bay 3 suction module whilst drilling 16.5"" x 20"" hole section under MPD conditions. Failed cap seal. Continue to inspect and verify condition at every opportunity. Fluid weep observed from tell tale indication of impending failure of valve cap seal on MP4. TOFs held. MOC process conducted. Controlled change over for mud pump line up. The MPD process means utilizing cementer to pump and allow cement pump to take over booster pump task to allow controlled reduction on drill string flow whilst maintaining back pressure on well. Reducing flow on string whilst XT reamer is in the BHA also triggers re-indexing event on the reamer as string pumps are cycled. Mud pump repaired ""Offline""",2.3 - Material - Wear,Material_Failure,2.0,Control_System_Failure,5,Mechanical_Failure,1,Control_system,Mechanical_failure,Material_failure,Mechanical_failure,Control_system,Material_failure
