extracted_date,JOBNUM,JOB_DEC_INST_TEXT_COMB_x,Negation_Scope_Processed,Need Repair 3,Repaired as good as new 1,Working fine 2,Combined Labels
3/22/2016 20:02,2.22001E+12," Equipment is out of Service This valve washed out during drilling 17 1/2 hole March 14th 2016. No spare available so had to blank it. The flange has been welded up to allow blank install.---------- . Install new bleed off valve mud pump room. 1) Scope of works: Supply of Demco Gate Valve ND 3"" 7500PSI, Flanged with Flange 2 1/16"" 10K, BX-152, 4130, including: - Supply of all material needed to carry out the job; - Welding of Flanges at Valve, with 100% X-Ray, Stress Relief; - MPI Inspection in 100%; - HP Testing 1,5 WP; - Blasting & Painting; - Delivery at Transocean yard Macaé; 2) APPLICABLE STANDARDS: - ASME IX B31.3 Process Piping; 3) TESTING AND COMISSIONING: - Final visual inspections of all new works will be carried",,1,,,3
4/25/2016 21:02,2.22001E+12, Mud pump # 1 Replace the Intermediate rods as found to be having heavy scoring during the 360 days pm---------- . Mud pump # 1 Replace the Intermediate rods. Mud pump # 1 Replace the Intermediate rods as found to be having heavy scoring during the 360 days pm,,1,,,3
5/13/2016 15:40,2.22001E+12," Parts Requested from ICS:----------. Titan P.R.V.,s, parts for NOV to do repairs. Provide parts as per NOV's list (attached) to repair the two Titan valves removed from Mud pump No.1 and 4.",the two titan valves removed from mud pump no. ,1,,,3
6/24/2016 10:32,2.22001E+12," Parts Requested from ICS:---------- . No.1 mud pump PRV, Order replacement TITAN P.R.V.. Order replacement TITAN P.R.V. to replace one that was damaged beyond economic repair",no. ,1,,,3
7/13/2017 1:41,2.22001E+12, the impeller has been arrived and recevid from the store and it installed on mud pump #1 A with a new AC motor all check the notes of Job # 165253 this job can be cloased----------. Order Impellor for MP blower motor. Job created to request Impellor for MP spare blower motor.,,,1,,1
1/9/2017 17:28,2.22001E+12, Observed unusual noise coming from fluid end. Isolated pump and inspected fluid end.. MP#1 inspection. Breakdown Job,observed unusual noise coming from fluid end. ,1,,,3
1/11/2017 10:47,2.22001E+12, Parts Requested from ICS:. Order Louvers for Mud Pump #2 Blowers air intake. this to order lovers for replacing the repaired one on the mud pump #2 drive motor blower as the existing one is been repaird and the other two is not in good shape,,1,,,3
1/11/2017 20:56,2.22001E+12," 1. Visually examine AC Motor blower vent for conditions listed below: damage NO DAMAGE ON THE VENT dirt DIRT CLEANED debris build up NO DEBRIS BUILD UP 2. If fitted clean or replace filter/screen as required. SCREEN CLEANED 3. If fitted visually examine spark arrester for damage. NOT FITTED 4. Make sure that the duct work is free from conditions listed below: rust NO RUST dirt DIRT CLEANED leaks NO LEAKS damage NO DAMAGE 5. If fitted remove plug and drain the housing for the demister/moisture separator. NOT APPLICABLE 6. Visually examine ducting for water leaks. NOT APPLICABLE. SPM-C_MTR_ALL-BLOWER_30-ELECTRICAL. NOTE: Perform Task 1 to Task 3 on non-closed loop cooling system. 1. Visually examine AC Motor blower vent for conditions listed below: - damage - dirt - debris build up 2. If fitted, clean or replace filter/screen as required. 3. If fitted, visually examine spark arrester for damage. 4. Make sure that the duct work is free from conditions listed below: - rust - dirt - leaks - damage 5. If fitted, remove plug and drain the housing for the demister/moisture separator. NOT",not. not applicable. not applicable. not fitted             below rust no rust dirt dirt cleaned leaks no leaks damage no_damage. ,,,1,2
1/12/2017 11:48,2.22001E+12, During this week all Mud Pumps worked during the 26 in drilling phase. A leak was found on the #3 Charge Pump so the Mud Pump was stopped and the Mechanics are working on it. A high pressure was noticed on the discharge gauge of Mud Pump #4 so it was stopped the strainer was cleaned and the gauge changed. Other than that no other abnormalities were noticed on the pumps.. SPM-S_MP_NOV(NATIONAL-OILWELL)-P-SERIES_7-DRILLING. NOTE: This PM MUST be performed daily and recorded weekly in RMS. 1. Visually examine piston line spray pump around pump housing for leaks. 2. Visually examine piston line spray pump coupling guard for conditions listed below: - corrosion - damage - loose mountings 3. Visually examine fluid cylinder and valve pot weep holes for leaks. NOTE: Perform below Task ONLY when Mud Pump is shut down. 4. Check main gear end oil level. NOTE: Perform below Task ONLY when Mud Pump is ope,no other abnormalities were noticed on the pumps. ,1,,,3
1/14/2017 5:30,2.22001E+12, #1 #2 #4 were replaced with WOM valves which has rupture disc. No leaks noted. #3: Checked no leaks. Ensure air supply pressure regulator setted 100psi. No proplem defects.. SPM-S_PRV-HPMS_NOV-TITAN-BX_7-MECHANICAL. NOTE: Perform this PM daily and record weekly in RMS. WARNING: ANY SIGNS OF LEAKAGE REQUIRES IMMEDIATE ACTION TO PREVENT VALVE DAMAGE AND/OR PERSONNEL INJURY. 1. Visually examine the exterior of valve for mud leakage as per RMS Procedure BPR-PRV-N005 (Titan BX Visual Inspection Illustration). NOTE: Refer to RMS Procedure BPR-PRV-N003 (NOV Titan BX PRV Disassembly And Assembly (Mud Pumps)) while performing below Task. 2. Replace piston seals ONLY if mud leakage is observed at the poi,no proplem defects. no leaks noted  checked no leaks. ,,,1,2
1/18/2017 4:26,2.22001E+12, This unit is fitted with the WOM valve visually inpections carried out no issued reported. SPM-S_PRV-HPMS_NOV-TITAN-BX_7-MECHANICAL. NOTE: Perform this PM daily and record weekly in RMS. WARNING: ANY SIGNS OF LEAKAGE REQUIRES IMMEDIATE ACTION TO PREVENT VALVE DAMAGE AND/OR PERSONNEL INJURY. 1. Visually examine the exterior of valve for mud leakage as per RMS Procedure BPR-PRV-N005 (Titan BX Visual Inspection Illustration). NOTE: Refer to RMS Procedure BPR-PRV-N003 (NOV Titan BX PRV Disassembly And Assembly (Mud Pumps)) while performing below Task. 2. Replace piston seals ONLY if mud leakage is observed at the poi,inpections carried out no issued reported. ,,,1,2
1/26/2017 11:43,2.22001E+12, Parts Requested from ICS:----------. Mud charge pump C on mud pump # 3 leaking fluid. Breakdown Job,,1,,,3
1/30/2017 9:00,2.22001E+12, Ned to add Nitrogen to pulsation dampeners to 2000 PSI as the upcoming drilling operations require this. Mud pumps Add Nitrogen to pulsation dampeners to 2000 PSI. Mud pumps Add Nitrogen to pulsation dampeners to 2000 PSI,,1,,,3
2/1/2017 14:26,2.22001E+12, Inspected the exterior of valve for mud leaks. None noted Verified the air pressure on the gauges. 110PSI Inspected the air connections for leaks. None noted. SPM-S_PRV-HPMS_NOV-TITAN-BX_7-MECHANICAL. NOTE: Perform this PM daily and record weekly in RMS. WARNING: ANY SIGNS OF LEAKAGE REQUIRES IMMEDIATE ACTION TO PREVENT VALVE DAMAGE AND/OR PERSONNEL INJURY. 1. Visually examine the exterior of valve for mud leakage as per RMS Procedure BPR-PRV-N005 (Titan BX Visual Inspection Illustration). NOTE: Refer to RMS Procedure BPR-PRV-N003 (NOV Titan BX PRV Disassembly And Assembly (Mud Pumps)) while performing below Task. 2. Replace piston seals ONLY if mud leakage is observed at the poi,none noted. none noted verified the air pressure on the gauges. ,,,1,2
2/1/2017 19:45,2.22001E+12," Checked all fluid end no leaks. Was perfomed visually inspect suction and discharge manifolds no corrosion cracks washouts damage .Checked discharge and modules no founded any movement.. SPM01-FEND-Checks. Note: Tasks to be performed daily but recorded weekly 1. Check fluid end for corrosion or leaks 2. Check suction and discharge manifolds for corrosion, cracks, wash-outs, or damage 3. Check discharge and suction modules for any movement",no founded any movement. checked all_fluid end no leaks. ,,,1,2
2/4/2017 14:47,2.22001E+12, Parts Requested from ICS:----------. MP2 Replace lube oil filter. Lube oil found with 30psi differential pressure across the lube oil filter. Replace the filter and dissect the oil filter to inspect for the cause of the high pressure differential,,1,,,3
2/5/2017 20:48,2.22001E+12, Mud Pump 3: Remove the Air operated hoist on the trolley and install a manual hoist for the task. Gather all tools and equipment as needed. Create a new RRP and WRA for replacing the bladder. Isolated the mud pump and the fluid end valves. Removed the fill valve and gauge. Removed the top cover and found that the hex bolt that secures the stabilizer to the diaphragm had back out. The stabilizer was found to be split and in poor condition. Rigged up lifting eye and removed the diaphragm. Clean the flange and cavity and fit the new diaphragm. Reinstall the cover fill valve and gauges. Rig up and fill with 2000psi nitrogen pre charge.. Replace MP3 pulsation dampener diaphram. Replace MP3 pulsation dampener diaphram Topp off nitrogen to 2000psi,,,1,,1
2/6/2017 14:20,2.22001E+12," PQuip arrangement is used on the fluid end No clamps used No abnormal noises heard from the crankshaft and bearing areas Checked the average temps found in the main bearing area was 6061 Found numerous leaks on the covers nipped up the bolts as needed. Several bolts were found to be slack Verify good flushing water spray was present at all cylinders Pulsation dampener pressure set at 2000 psi Unable to clean the magnetic filter as the unit was in use. Last inspection showed no unusual signs of matal Delta P across the lube oil was within the acceptable range The lube oil pressure was within the acceptable range Liner spray pump pressure was within the acceptable range The crosshead retainer pins were in place and did not appear to be slack Oil level good in the crank case Visually inspect the drive belts the best we could since the unit was being run Unable to test belt tension as the pump was being run. Belts were found to be the correct tension during the last inspection Check drain cleanouts for moisture none found. SPM-S_MP_NOV(NATIONAL-OILWELL)-P-SERIES_30-MECHANICAL. 1. Visually examine hold down bolts and fluid end clamping bolts for looseness and damage, and repair or replace as required. 2. Listen to crankshaft main bearings for abnormal noises. 3. Examine crankshaft main bearings temperatures using heat probe or temperature gun. 4. Visually examine all inspection covers for leaks. 5. Visually examine piston/liner flushing system spray tubes to make sure that the spray is approximately 12 in (305 mm) at each spray nozzle. 6. Make sure that",the fluid end no clamps used no abnormal noises heard from the crankshaft                                                 psi unable to clean the magnetic filter as the unit was in use  last inspection showed no unusual signs of matal delta p across the lube oil was within the_acceptable range                                                                      the last inspection check drain cleanouts for moisture none found. ,,,1,2
2/6/2017 14:27,2.22001E+12, Parts Requested from ICS:----------. Replace the desiccant filter with an OEM style breather. Replace the desiccant filter with an OEM style breather It appears someone has replaced the OEM breather with a desiccant style filter. Service life on the desiccant filter is appx 1 month. Order the correct OEM breather,,1,,,3
2/6/2017 19:51,2.22001E+12," Equipment is out of Service Mud pump out of service to replace Rupture disk on Mud pump.----------. Change out mud pump #1 Rupture disk. Change out mud pump #1 WOM valve rupture disk,",,1,,,3
2/9/2017 23:27,2.22001E+12," 1 the motor was in good condition 2 there was no abnormal noise 3 no abnormal vibration 5 was working proper 6 the motr blower was in good condition 7 was cleaned. SPM-C_MTR_ALL-AC-HOR-MOUNT-500+_30-ELECTRICAL. NOTE: This PM MUST be performed in coordination with drilling department. NOTE: Review all relevant product alerts and bulletins, and make sure that all alerts and bulletins requiring action are addressed. 1. Make sure that the AC Motor meets conditions listed below: - no dirt or debris around motor - no cracks to motor housing - nameplate is present and legible NOTE: Perform Task 2 to Task 4 while Motor is running. 2. Listen to AC Motor for abnormal noises. 3. Feel AC Motor fo",around motor no cracks to motor housing nameplate is. there was no abnormal noise no abnormal vibration was working proper the motr blower was in_good_condition was cleaned. ,,,1,2
2/10/2017 9:50,2.22001E+12, Parts Requested from ICS:----------. MP 4 lube oil pressure switch failure. Breakdown Job,,1,,,3
2/10/2017 10:06,2.22001E+12, MP 3 liner washer pressure switch is not working Took new part from ware house verified set point it was 50 PSi so adjusted it to 25 PSI Liner Pump output pressure is 35 PSI. Installed switch on to the location and verified operation all working normally. MP 3 liner washer Low pressure switch. Breakdown Job,switch is not working took new_part from ware. ,,1,,1
2/11/2017 11:20,2.22001E+12," The AC Motor maintains hazardous area requirements. In normal operation checked the motor no excessive temperature found. Visually examined AC Motor junction box cover. The AC Motor foundation fasteners are secure. The supply cable circuit ID marker is in place. Measure AC Motor earth bonding is ok. The ground connection is in good condition and free from corrosion. The AC Motor lifting point threads are free from corrosion. The remote motor stop/start station is ok. Blow dirt and dust from the inside of AC Motor using clean dry compressed air done. The motor heater is working properly. Lubricated bearings as well recommended.. SPM-C_MTR_ALL-AC-HOR-MOUNT-500+_180-ELECTRICAL. NOTE: Make required repairs as needed for all discrepancies found while performing the Tasks in this PM. For major repairs create a new corrective maintenance job in RMS for tracking. 1. Make sure that the AC Motor maintains hazardous area requirements as per RMS Procedure BPR-GENERIC-034 (Haza Area Specifications of EX Elect Equip Close Visual Insp). 2. While AC Motor is running in normal operating conditions, examine Motor for excessive temperature, using an infra-red thermometer or inf",no excessive temperature found. ,,,1,2
2/18/2017 5:35,2.22001E+12," Fluid end inspection on mud pumps 1 and 4 Changed out 2 x seats and valves on mud pump #4----------. Change Valves and seats on Mud pumps 1 and 4. Carried out fluid end inspection on mud pumps, Changed out 2 valves and seats on mud pump #4.",,,1,,1
2/22/2017 14:35,2.22001E+12," We locked for any corosion or leak and we didn't find any problem.. SPM01-FEND-Checks. Note: Tasks to be performed daily but recorded weekly 1. Check fluid end for corrosion or leaks 2. Check suction and discharge manifolds for corrosion, cracks, wash-outs, or damage 3. Check discharge and suction modules for any movement",,,,1,2
2/26/2017 3:01,2.22001E+12, Equipment is out of Service Taken out of service to change rupture disk and put back in service once complete.----------. Change out Mud pump #1 Rupture disk. Change out Mud pump #1 Rupture disk.,,1,,,3
3/3/2017 10:24,2.22001E+12," Checked all fluid end no leaks.Was perfomed visually inspect suction and discharge manifolds no corrosion cracks washouts damage.Checked disharge and suction modules no founded any movement.. SPM01-FEND-Checks. Note: Tasks to be performed daily but recorded weekly 1. Check fluid end for corrosion or leaks 2. Check suction and discharge manifolds for corrosion, cracks, wash-outs, or damage 3. Check discharge and suction modules for any movement",suction modules no founded any movement. checked all_fluid end no leaks. ,,,1,2
3/15/2017 11:54,2.22001E+12, Mud pump # 3: Got the unit Isolated for the pre charge job got the deck crew to shift the nitrogen bottle added nitrogen to the bottles & tried charging the pulsation dampener we did this with 2 full bottles pulsation dampener is not holding any pressure pressure readings on the dampener is Zero psi informed supervisor Checked for accumulators bladder in WHSE found none on order still waiting on min/max approval. Mud pump # 3 Charge pulsation dampener with Nitrogen. Mud pump # 3 Charge pulsation dampener with Nitrogen as found the pressure to be ZERO,not holding any pressure pressure readings on the dampener is. ,1,,,3
3/16/2017 19:34,2.22001E+12, Mud Pump 3: Inspected the pulsation dampener and found evidence where the mud has been bypassing around the diaphragm. No parts are in the warehouse at this time and the min max adjustment is still under review. It was decided by the Mech. Supv. to wait until we have a diagram onboard before removing the cap off of the dampener. No isolation was needed for the visual inspection. Inspect pulsation dampener on MP 3. Inspect the pulsation dampener on MP 3 to find out why we are unable to charge the dampener with nitrogen. Repair as needed,we are unable to_charge the dampener with nitrogen. no isolation was needed for the visual inspection. no parts are in the warehouse. ,1,,,3
3/22/2017 15:12,2.22001E+12," Module checked for corrosion cracks damage and movement none observed at time of inspection..All retainer and module bolts tight. Observed no leaks on module.. SPM01-FEND-Checks. Note: Tasks to be performed daily but recorded weekly 1. Check fluid end for corrosion or leaks 2. Check suction and discharge manifolds for corrosion, cracks, wash-outs, or damage 3. Check discharge and suction modules for any movement",observed no leaks on module. none observed at time of inspection. ,,,1,2
3/25/2017 14:23,2.22001E+12," This PM was performedc in conjunction with a internal fluid end inspection. No cracks damage or movement observed.. SPM01-FEND-Checks. Note: Tasks to be performed daily but recorded weekly 1. Check fluid end for corrosion or leaks 2. Check suction and discharge manifolds for corrosion, cracks, wash-outs, or damage 3. Check discharge and suction modules for any movement",no cracks damage or movement observed. ,,,1,2
3/26/2017 2:26,2.22001E+12," 1 The motor vents is good no damage or debris on it. 2 Have a louver and is ok no damage and clean. 3 N/A 4 The duct is free from dust or rust or damage is ok. 5. N/A 6 N/A.----------. SPM-C_MTR_ALL-BLOWER_90-ELECTRICAL. NOTE: Perform Task 1 to Task 3 on non-closed loop cooling system. 1. Visually examine AC Motor blower vent for conditions listed below: - damage - dirt - debris build up 2. If fitted, clean or replace filter/screen as required. 3. If fitted, visually examine spark arrester for damage. 4. Make sure that the duct work is free from conditions listed below: - rust - dirt - leaks - damage 5. If fitted, remove plug and drain the housing for the demister/moisture separator. NOT",not. ,,,1,2
4/5/2017 13:44,2.22001E+12, #1 #2 #4 were replaced with WOM valves which has rupture disc. No leaks noted on any of the WOM valves. #3: Checked and no leaks were found. verified the air supply pressure was set at 110psi. No issues noted. SPM-S_PRV-HPMS_NOV-TITAN-BX_7-MECHANICAL. NOTE: Perform this PM daily and record weekly in RMS. WARNING: ANY SIGNS OF LEAKAGE REQUIRES IMMEDIATE ACTION TO PREVENT VALVE DAMAGE AND/OR PERSONNEL INJURY. 1. Visually examine the exterior of valve for mud leakage as per RMS Procedure BPR-PRV-N005 (Titan BX Visual Inspection Illustration). NOTE: Refer to RMS Procedure BPR-PRV-N003 (NOV Titan BX PRV Disassembly And Assembly (Mud Pumps)) while performing below Task. 2. Replace piston seals ONLY if mud leakage is observed at the poi,no issues noted. no leaks noted on any of the wom valves    no leaks were found. ,,1,,1
4/8/2017 7:23,2.22001E+12," Parts Requested from ICS:----------. CHANGE DISC, RUPTURE SPECIFIED 6712 PSI AT 72 F. CHANGE DISC RUPTURE AT MUD PUMP #4.",,1,,,3
4/12/2017 4:25,2.22001E+12, Equipment is out of Service Change out----------. Change out expansion joint on MP#1. Breakdown Job,,1,,,3
4/12/2017 10:08,2.22001E+12," All modules checked for corrosion damage and cracks. Observed no movement or leaks while in use. All retainer and module bolts tight.. SPM01-FEND-Checks. Note: Tasks to be performed daily but recorded weekly 1. Check fluid end for corrosion or leaks 2. Check suction and discharge manifolds for corrosion, cracks, wash-outs, or damage 3. Check discharge and suction modules for any movement",observed no movement or leaks while in use. ,,,1,2
4/26/2017 9:27,2.22001E+12, To replace Rupture especified disc to popoff valves from 6510psi to 6913psi.----------. To replace Rupture especified disc to pop-off valves.. Breakdown Job,,1,,,3
4/28/2017 3:03,2.22001E+12, Mud pump 1 & 2 & 4 are fitted with the WOM valves Mud pump # 3 is fitted with the BX titan valve vislau checked carried out on the unit no leaks or damage found on the unit air presure found to be 110PSi on the system no air leaks on the system unit is working fine. SPM-S_PRV-HPMS_NOV-TITAN-BX_7-MECHANICAL. NOTE: Perform this PM daily and record weekly in RMS. WARNING: ANY SIGNS OF LEAKAGE REQUIRES IMMEDIATE ACTION TO PREVENT VALVE DAMAGE AND/OR PERSONNEL INJURY. 1. Visually examine the exterior of valve for mud leakage as per RMS Procedure BPR-PRV-N005 (Titan BX Visual Inspection Illustration). NOTE: Refer to RMS Procedure BPR-PRV-N003 (NOV Titan BX PRV Disassembly And Assembly (Mud Pumps)) while performing below Task. 2. Replace piston seals ONLY if mud leakage is observed at the poi,the unit no leaks or damage found on the unit air presure found to_be psi on the system. ,,1,,1
4/28/2017 13:48,2.22001E+12," Task performed during liners change out checked condition of rods and PQuip clamps Inspected wear plate and checked bolts. Replaced liners and reinstalled. Placed MP in service.. SPM-S_MP_NOV(NATIONAL-OILWELL)-P-SERIES_360-DRILLING. 1. Make sure that all weep holes in the fluid cylinder and valve pots are open and not plugged. NOTE: If equipped with pony rod end clamps, the clamps MUST remain as a pair as both halves are machined as a set. 2. Visually examine pony rod ends and clamps for conditions listed below: - wear - damage - cracks 3. Make sure that the pony rod ends and clamps meet conditions listed below: - good surface contact - free from dirt - free from debris NOTE: Torque value for 14-P Mud Pump",not plugged. ,,1,,1
4/29/2017 4:51,2.22001E+12, Arranged the PTW &EIC for the job got the tools & equipments prepared for the job as operations permitted got the pre charge carried out on the unit before starting the job pre charge pressure was 1100 psi we pre charged it 2000 psi completed the job installed the cap installed on the pulsation rig down all equipment & deisolated the unit ready for use. Mud pump # 1 To up Nitrogen in Discharge pulsation dampener. Mud pump # 1 To up Nitrogen in Discharge pulsation dampener as reported to be low,,,1,,1
5/6/2017 10:39,2.22001E+12," all the task steps been addressed and completed 1.checked all the AC drive motor .AC Motor meets conditions listed below: no dirt or debris around motor no cracks to motor housing 2. Listen to AC Motor for abnormal noises.no noise found during the operation 3. Felt AC Motor for abnormal vibrations.no abnormal vibration found 4. Recorded temperature readings of both Drive End (DE) and NonDrive End (NDE) bearings if accessible. 5. motor heater is operating correctly.pulling 0.5 amp 6. Visually examine motor blower vent and ducting for conditions listed below: NO damage NO dirt NO debris build up 7. Cleaned filters as required. 8. Made sure that all bolts are present on components listed below: Junction Box Covers Inspection Covers Motor Mounting 09. Visually examined all cables for conditions listed below: NO mechanical damage NO nicks NO cuts NO kinks cables are secured in gland 10. Visually examined glands for conditions listed below: NO mechanical damage NO corrosion NO thread damage 11. there is no damage to earth bonds. SPM-C_MTR_ALL-AC-HOR-MOUNT-500+_30-ELECTRICAL. NOTE: This PM MUST be performed in coordination with drilling department. NOTE: Review all relevant product alerts and bulletins, and make sure that all alerts and bulletins requiring action are addressed. 1. Make sure that the AC Motor meets conditions listed below: - no dirt or debris around motor - no cracks to motor housing - nameplate is present and legible NOTE: Perform Task 2 to Task 4 while Motor is running. 2. Listen to AC Motor for abnormal noises. 3. Feel AC Motor fo",around motor no cracks to motor housing nameplate is. no mechanical damage no nicks no_cuts no_kinks cables are_secured in gland         no mechanical damage no_corrosion. no abnormal vibration found. around motor no cracks to motor housing. ,,,1,2
5/6/2017 22:11,2.22001E+12, Parts Requested from ICS:. Change out broken drive coupling on Liner Wash Pump. Breakdown Job,,1,,,3
5/7/2017 11:29,2.22001E+12, Unit brought from the mud pump room to mechanic workshop started the disassembly of the unit working on cleaning the parts. Mud pump # 1 BX titan valve overahaul. Overhaul BX titan Valve which was removed from Mud pump # 3 install the overahuled valve on mud pump # 1 & carry out the test,,1,,,3
5/14/2017 5:22,2.22001E+12," Equipment is out of Service Conducting change out of swabs.----------. Change out pistion cup on Mud pump # 4. Change out swab due to failure during drilling 12 1/4"" hole on mud pump # 4 center and Port coffer dam.",,1,,,3
6/11/2017 20:17,2.22001E+12," Checkde fluid end without corrosion or leaks. Checked suction and discharge manifolds without several corrosion cracks washouts or damage. Checked discharge and suction modules for any movement. SPM01-FEND-Checks. Note: Tasks to be performed daily but recorded weekly 1. Check fluid end for corrosion or leaks 2. Check suction and discharge manifolds for corrosion, cracks, wash-outs, or damage 3. Check discharge and suction modules for any movement",without corrosion or leaks       without several corrosion cracks washouts or damage. ,,,1,2
